Date,Order Id,Nonprofit,Donation Currency,Donation Amount,Fee
23/03/2019,DE12964362035ec,Humana People to People India,SGD,50.00,1.00
23/03/2019,DE12964d9bcd227,Vidyarthi Sahayak Samiti,SGD,100.00,1.79
23/03/2019,DE129651e91b9aa,Rostrum India Social Organization,USD,25.00,0.74
23/03/2019,DE129658733346e,Million Sparks Foundation,USD,66.00,1.62
23/03/2019,DE129658b05af97,Vaishnavi Welfare and Charitable Trust,GBP,130.00,2.02
23/03/2019,DE12965c5e34b6b,United Way of Delhi,USD,100.00,2.35
23/03/2019,DE1296728366299,Simple Education Foundation,GBP,50.00,0.90
23/03/2019,DE1296810b56ba4,Sayodhya Home for Women in Need,USD,37.00,1.00
23/03/2019,DE129682e0267a5,Let's Live Together Charitable Trust,USD,174.00,3.94
23/03/2019,DE12969a5623b2a,United Way of Delhi,USD,74.00,1.79
23/03/2019,DE12969ca9b9eb4,Hope Kolkata Foundation,USD,102.00,2.39
23/03/2019,DE1296a55838ebc,Let's Live Together Charitable Trust,USD,150.00,3.43
23/03/2019,DE1296c178a1b65,Let's Live Together Charitable Trust,USD,100.00,2.35
23/03/2019,DE12961e8503240,Gubbachi Learning Community,INR,"4,000.00",94.40
24/03/2019,DE1296cee713597,Prayas,USD,102.00,2.39
24/03/2019,DE1296da95f3a50,Centre for Wildlife Studies,USD,25.00,0.74
24/03/2019,DE1296db499fcb7,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,37.00,1.00
24/03/2019,DE1296df4eadece,Gir Pachhat Jati Vikas Seva Samiti,USD,25.00,0.74
24/03/2019,DE1296ee96a014b,Peepal Foundation,USD,579.00,12.66
24/03/2019,DE1296ef25dbf17,Vanavil Trust,USD,50.00,1.28
24/03/2019,DE1296ef3b1138c,The Baale Mane Trust,USD,66.00,1.62
24/03/2019,DE1296f53866f1b,Manzil Mystics,USD,174.00,3.94
24/03/2019,DE1297035a1886e,Vanavil Trust,USD,25.00,0.74
24/03/2019,DE12970ba55c0c4,Akshaya Aahara Foundation ( AAF),USD,37.00,1.00
24/03/2019,DE12970ba9f1dd8,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,20.00,0.63
24/03/2019,DE12972cd601eec,Sanjeevani Life Beyond Cancer,GBP,30.00,0.62
24/03/2019,DE1297326bc85b5,Teach For India,AED,100.00,0.79
24/03/2019,DE12973b033cb72,Chehak Trust,EUR,58.00,0.88
24/03/2019,DE129754ec591a2,PURE India Trust,GBP,10.00,0.34
24/03/2019,DE1297594e46f1f,Sevalaya,GBP,50.00,0.90
24/03/2019,DE12976f41740a0,Waste Warriors Society,USD,10.00,0.42
24/03/2019,DE1297775cb0479,Cross Blood Foundation,USD,74.00,1.79
24/03/2019,DE129778874c9c8,Rostrum India Social Organization,USD,100.00,2.35
24/03/2019,DE12977bff92325,Perambalur District Network for HIV Positive People,USD,15.00,0.52
24/03/2019,DE129782e9a5ecb,Centre for Wildlife Studies,USD,174.00,3.94
24/03/2019,DE1297839618a60,Happy Horizons Trust,USD,37.00,1.00
24/03/2019,DE1297880168bf2,Hope Kolkata Foundation,GBP,28.00,0.59
24/03/2019,DE12978d1edcc5c,Vivekananda Youth Forum,USD,50.00,1.28
24/03/2019,DE1297913bc7631,The Association of People with Disability,CAD,50.00,1.00
24/03/2019,DE1297932873004,Chehak Trust,CAD,50.00,1.00
24/03/2019,DE12979f92bc4dc,Y4D Foundation,USD,37.00,1.00
24/03/2019,DE1297a115a177d,Waste Warriors Society,USD,50.00,1.28
24/03/2019,DE1297a4964e8e9,Synodical Board of Social Services of the Church of North India,USD,150.00,3.43
24/03/2019,DE1297a4f22960e,People for the Respect and Care of Animals,USD,100.00,2.35
24/03/2019,DE1297a780c2309,Deesha Education Foundation,USD,100.00,2.35
24/03/2019,DE1297aebb8bc7a,QUEST Alliance,USD,100.00,2.35
24/03/2019,DE1297b2cd41f32,Hope Kolkata Foundation,USD,150.00,3.43
24/03/2019,DE1297b3a44ea0f,Parivaar Education Society,USD,40.00,1.06
24/03/2019,DE1297b93be3be9,Y4D Foundation,USD,20.00,0.63
24/03/2019,DE1297c0d7896f6,Hope Kolkata Foundation,USD,50.00,1.28
24/03/2019,DE1297c2f3e5b90,Jal Seva Charitable Foundation (WaterAid India),USD,75.00,1.81
24/03/2019,DE1297ea9c325cf,Hyderabad Eye Institute ( L V Prasad Eye Institute),GBP,10.00,0.34
24/03/2019,DE1297f2cace78c,Amenity Lifeline Emergency Response Team (ALERT),USD,10.00,0.41
24/03/2019,DE1297f3b3bdeac,Sanjeevani Life Beyond Cancer,USD,25.00,0.74
24/03/2019,DE1297f914f0e60,Family of Disabled (Fod),USD,37.00,1.00
24/03/2019,DE129803cfaecc1,Million Sparks Foundation,USD,37.00,1.00
24/03/2019,DE12980770cbeef,Breakthrough Trust,USD,25.00,0.74
24/03/2019,DE12981465e9a96,Dream a Dream,USD,25.00,0.74
25/03/2019,DE12981ecff24ff,Let's Live Together Charitable Trust,USD,25.00,0.74
25/03/2019,DE12982026e4c88,South Central India Network for Development Alternatives,USD,174.00,3.95
25/03/2019,DE12982828e94d8,Cuddles Foundation,USD,174.00,3.95
25/03/2019,DE1298307604ab0,Sahyog Care For You,USD,10.00,0.42
25/03/2019,DE129835d3ea29c,World for All Animal Care And Adoptions,CAD,50.00,1.00
25/03/2019,DE129858fd930c8,E and H Foundation,USD,20.00,0.63
25/03/2019,DE12986d50da65f,Gudia Swayam Sevi Sansthan,AUD,5.00,0.28
25/03/2019,DE12987c315d1a2,Sambhav Foundation,USD,111.00,2.59
25/03/2019,DE1298bd80b8fc3,Peepal Foundation,USD,50.00,1.28
25/03/2019,DE1298d9180e08f,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,USD,196.00,4.42
25/03/2019,DE1298dc43e81ad,Sanjeevani Life Beyond Cancer,USD,20.00,0.63
25/03/2019,DE1298e12090abf,Family of Disabled (Fod),GBP,30.00,0.62
25/03/2019,DE1298e32b8d6bd,Rostrum India Social Organization,USD,25.00,0.74
25/03/2019,DE1298e5445b9d2,Gubbachi Learning Community,USD,5.00,0.31
25/03/2019,DE1298e550533fb,Prayas,USD,25.00,0.74
25/03/2019,DE1298e9e028781,United Way of Delhi,USD,25.00,0.74
25/03/2019,DE1298f12e51d44,Let's Live Together Charitable Trust,USD,25.00,0.74
25/03/2019,DE1298f466c9e58,Sethu Trust,USD,25.00,0.74
25/03/2019,DE1298f65bd7950,Khel Khel Mein Foundation,USD,25.00,0.74
25/03/2019,DE1298f796d45c1,Simple Education Foundation,USD,50.00,1.28
25/03/2019,DE1298f96bb7a19,Bangalore Medical Services Trust,USD,20.00,0.63
25/03/2019,DE1298f9e891dd7,Kriti Social Initiatives,USD,50.00,1.28
25/03/2019,DE1298fcec50310,Cuddles Foundation,USD,15.00,0.52
25/03/2019,DE1299004a801dc,Collective action for Basic Rights Foundation (CBRF),USD,132.00,3.04
25/03/2019,DE1299013b56e50,The Akshaya Patra Foundation,USD,25.00,0.74
25/03/2019,DE129902e50b199,Gir Pachhat Jati Vikas Seva Samiti,USD,20.00,0.63
25/03/2019,DE1299032e6907b,NavGurukul Foundation for Social Welfare,USD,100.00,2.35
25/03/2019,DE12990526da28e,Hope Kolkata Foundation,USD,25.00,0.74
25/03/2019,DE1299077e04c82,Parivaar Education Society,USD,25.00,0.74
25/03/2019,DE12990d6071716,Hope Kolkata Foundation,EUR,500.00,6.08
25/03/2019,DE129915611f282,Vaishnavi Welfare and Charitable Trust,USD,50.00,1.28
25/03/2019,DE12991747190d7,QUEST Alliance,USD,150.00,3.43
25/03/2019,DE12991cd6d51b9,PURE India Trust,USD,66.00,1.62
25/03/2019,DE129932213e38d,United Sisters Foundation,CAD,49.00,0.99
25/03/2019,DE12993bf160644,Sethu Trust,USD,25.00,0.74
25/03/2019,DE1299607d437e3,Sevalaya,GBP,20.00,0.48
25/03/2019,DE129962a34b602,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,51.00,1.30
25/03/2019,DE129965283dc95,Agrani India Foundation,SGD,49.00,0.98
26/03/2019,DE12996edf7a57d,Kriti Social Initiatives,USD,25.00,0.74
26/03/2019,DE129988f6da6da,Bangalore Baptist Hospital Society,USD,349.00,7.71
26/03/2019,DE12998c97b590a,United Sisters Foundation,CAD,20.00,0.52
26/03/2019,DE12998dfe45791,Peepal Foundation,USD,100.00,2.35
26/03/2019,DE12998e8e932dc,Sri Sathya Sai Health & Education Trust,USD,66.00,1.62
26/03/2019,DE12998fd1e56b6,RadhaKrushna Charitable Trust,USD,50.00,1.28
26/03/2019,DE129991926acf9,United Sisters Foundation,USD,200.00,4.51
26/03/2019,DE1299947ef1096,Foundation for Mother and Child Health,USD,37.00,1.00
26/03/2019,DE12999e2714942,Sri Sathya Sai Health & Education Trust,USD,150.00,3.43
26/03/2019,DE12999ff7722f0,Bangalore Baptist Hospital Society,USD,175.00,3.97
26/03/2019,DE1299a5634ad24,South Central India Network for Development Alternatives,USD,5.00,0.31
26/03/2019,DE1299c06b1e32b,Parivaar Education Society,AED,50.00,0.49
26/03/2019,DE1299c1af9d6d4,Susheel Foundation,USD,25.00,0.74
26/03/2019,DE1299c2a68b7ae,Chehak Trust,USD,74.00,1.79
26/03/2019,DE129a0662d746a,Bangalore Baptist Hospital Society,GBP,10.00,0.34
26/03/2019,DE129a0ed5ac407,Cross Blood Foundation,SGD,10.00,0.36
26/03/2019,DE129a1f6040594,Vivekananda Youth Forum,USD,66.00,1.62
26/03/2019,DE129a21124bf64,Bhumi,AED,134.00,0.98
26/03/2019,DE129a318f9bdbd,Deesha Education Foundation,USD,37.00,0.99
26/03/2019,DE129a3a795ae0f,Evidyaloka Trust,USD,37.00,0.99
26/03/2019,DE129a3e683b536,Reaching Sky Foundation,USD,37.00,0.99
26/03/2019,DE129a3e72d8bf6,Sahyog Care For You,USD,30.00,0.84
26/03/2019,DE129a4c7c8a26b,The Baale Mane Trust,EUR,33.00,1.00
26/03/2019,DE129a5ae692782,E and H Foundation,USD,37.00,0.99
26/03/2019,DE129a626b685c5,NavGurukul Foundation for Social Welfare,AED,12.00,0.27
26/03/2019,DE129a652e7e975,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,100.00,2.35
26/03/2019,DE129a6837c81f0,Evidyaloka Trust,USD,10.00,0.41
26/03/2019,DE129a7cd99ee9c,Sevalaya,USD,30.00,0.84
26/03/2019,DE129a88d9d258d,Vanavil Trust,AUD,50.00,0.97
26/03/2019,DE129a903495598,Society For Development Activities,GBP,28.00,0.59
26/03/2019,DE129a94e29a9d2,Chehak Trust,USD,37.00,0.99
26/03/2019,DE129a990671040,RadhaKrushna Charitable Trust,CAD,60.00,1.16
26/03/2019,DE129aa70a74e6e,Change With One Foundation,USD,200.00,4.49
26/03/2019,DE129ab1207deb8,Gubbachi Learning Community,EUR,40.00,0.67
26/03/2019,DE129ab76b45f33,Sevalaya,GBP,55.00,0.97
26/03/2019,DE129ab8c1629db,Ek Tara,GBP,28.00,0.59
27/03/2019,DE129ac148eda9d,Rostrum India Social Organization,AUD,20.00,0.51
27/03/2019,DE129ac16a8b3c9,SERUDS - Sai Educational Rural And Urban Development Society,AUD,20.00,0.51
27/03/2019,DE129acdc6ae004,The Baale Mane Trust,USD,100.00,2.35
27/03/2019,DE129ad1399450e,Parivaar Education Society,AUD,20.00,0.51
27/03/2019,DE129ad39c50cc7,Vivekananda Youth Forum,USD,25.00,0.74
27/03/2019,DE129af661d542c,Deva Kirubai Social Help Association - DKSHA,CAD,49.00,0.99
27/03/2019,DE129b01645e34a,Vanavil Trust,USD,25.00,0.74
27/03/2019,DE129b016899e2c,Team Everest,USD,37.00,1.00
27/03/2019,DE129b056eab4cf,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,20.00,0.63
27/03/2019,DE129b09ca0c0c5,Chehak Trust,USD,25.00,0.74
27/03/2019,DE129b0fe077128,United Sisters Foundation,AUD,50.00,0.97
27/03/2019,DE129b16ee26a04,Bangiya Ayurveda Samaj,SGD,25.00,0.60
27/03/2019,DE129b34524c261,Team Everest,AUD,20.00,0.51
27/03/2019,DE129b539745c8b,Family of Disabled (Fod),USD,25.00,0.74
27/03/2019,DE129b61ef06c63,Vivekananda Youth Forum,QAR,150.00,1.09
27/03/2019,DE129b81c5e7925,PURE India Trust,USD,66.00,1.62
27/03/2019,DE129b82b3d9cf9,Bhumi,SGD,100.00,1.79
27/03/2019,DE129b8afa3515c,Vivekananda Youth Forum,USD,100.00,2.35
27/03/2019,DE129b91be15c1f,Teach For India,GBP,50.00,0.90
27/03/2019,DE129b9a5d5101d,World for All Animal Care And Adoptions,USD,580.00,12.67
27/03/2019,DE129ba0e0edf26,Cross Blood Foundation,GBP,10.00,0.34
27/03/2019,DE129ba3d723ccd,Anandam,DKK,241.00,0.58
27/03/2019,DE129bb5074647c,Quality Education Support Trust (QUEST),USD,30.00,0.84
27/03/2019,DE129bc4cd15175,World for All Animal Care And Adoptions,AUD,20.00,0.50
27/03/2019,DE129bc89b72971,Collective action for Basic Rights Foundation (CBRF),USD,50.00,1.28
27/03/2019,DE129bd583bc8f2,Amenity Lifeline Emergency Response Team (ALERT),USD,30.00,0.84
27/03/2019,DE129bdacc2906f,RadhaKrushna Charitable Trust,AUD,20.00,0.50
27/03/2019,DE129be06fdd451,Bal Sansar Sanstha,GBP,33.00,0.66
27/03/2019,DE129be4250b081,Manzil Mystics,USD,"1,200.00",26.00
27/03/2019,DE129bf6834af6f,Humana People to People India,EUR,50.00,0.79
27/03/2019,DE129c0067bffe1,Society For Development Activities,USD,37.00,1.00
27/03/2019,DE129c02af349f8,Sant Singaji Educational Society,GBP,25.00,0.55
27/03/2019,DE129c0697bdbca,Waste Warriors Society,USD,51.00,1.30
28/03/2019,DE129c190549600,Simple Education Foundation,AUD,50.00,0.96
28/03/2019,DE129c19186c395,Parivaar Education Society,USD,15.00,0.52
28/03/2019,DE129c22c748864,Million Sparks Foundation,USD,66.00,1.62
28/03/2019,DE129c283b80332,Family of Disabled (Fod),USD,100.00,2.36
28/03/2019,DE129c2fe3aa42d,Foundation for Mother and Child Health,USD,10.00,0.42
28/03/2019,DE129c3b08b99a2,Synodical Board of Social Services of the Church of North India,USD,37.00,1.00
28/03/2019,DE129c4c12acb23,Kriti Social Initiatives,USD,30.00,0.85
28/03/2019,DE129c58e22398a,Synodical Board of Social Services of the Church of North India,AUD,10.00,0.35
28/03/2019,DE129c66fb81351,Bhumi,USD,20.00,0.63
28/03/2019,DE129c671c1771c,Isha Education,AUD,20.00,0.51
28/03/2019,DE129c706fe39d0,SERUDS - Sai Educational Rural And Urban Development Society,USD,100.00,2.36
28/03/2019,DE129c832e18cec,Vidya Poshak,AUD,30.00,0.66
28/03/2019,DE129c8564ea407,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,AUD,50.00,0.96
28/03/2019,DE129c8ef2df3da,Fundacja Aravindam Social Development,AED,133.00,0.98
28/03/2019,DE129c900a11c4e,The Association of People with Disability,HKD,"1,534.00",4.41
28/03/2019,DE129ca97d32a9f,Isha Education,USD,100.00,2.36
28/03/2019,DE129cb34cc615d,Sahyog Care For You,AED,250.00,1.67
28/03/2019,DE129cb5b1a0d4f,Isha Education,AUD,20.00,0.51
28/03/2019,DE129cbcdc5be00,Happy Horizons Trust,USD,250.00,5.62
28/03/2019,DE129cc0c255883,Suyam Charitable Trust,USD,25.00,0.74
28/03/2019,DE129cc370142d6,South Central India Network for Development Alternatives,CAD,10.00,0.36
28/03/2019,DE129cc5b1a3d86,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,10.00,0.42
28/03/2019,DE129cc6ae21df8,E and H Foundation,USD,10.00,0.42
28/03/2019,DE129cc6eb0d226,The CounterMedia Trust,USD,50.00,1.28
28/03/2019,DE129cc73421473,Hope Kolkata Foundation,USD,66.00,1.63
28/03/2019,DE129cc85794731,People for the Respect and Care of Animals,USD,111.00,2.60
28/03/2019,DE129ccd6d30898,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,CAD,10.00,0.36
28/03/2019,DE129ccfa43fae3,Waste Warriors Society,USD,10.00,0.42
28/03/2019,DE129cd0574a251,Manzil Mystics,USD,700.00,15.36
28/03/2019,DE129cd2223d2f5,The Akshaya Patra Foundation,USD,50.00,1.28
28/03/2019,DE129cd2a229e01,United Way of Delhi,USD,51.00,1.30
28/03/2019,DE129cd4297f99f,Sambhav Foundation,USD,10.00,0.42
28/03/2019,DE129cd44148193,Change With One Foundation,USD,25.00,0.74
28/03/2019,DE129cd7737033d,Community Reconstruction of Social Service (CROSS),USD,50.00,1.28
28/03/2019,DE129cd8e622e45,Sant Singaji Educational Society,USD,100.00,2.37
28/03/2019,DE129ce0a5c8c4d,Parivaar Education Society,USD,25.00,0.74
28/03/2019,DE129ce38775584,Susheel Foundation,GBP,10.00,0.34
28/03/2019,DE129ce7bec4e7c,Sayodhya Home for Women in Need,USD,20.00,0.63
28/03/2019,DE129cedac3e8f8,People for the Respect and Care of Animals,USD,50.00,1.28
28/03/2019,DE129cfec625576,SERUDS - Sai Educational Rural And Urban Development Society,USD,20.00,0.63
28/03/2019,DE129cffbc68aef,Gudia Swayam Sevi Sansthan,USD,5.00,0.31
28/03/2019,DE129d0464bedd4,Change With One Foundation,USD,75.00,1.82
28/03/2019,DE129d0a70e30cc,Cuddles Foundation,USD,20.00,0.63
28/03/2019,DE129d1a254bda7,Suyam Charitable Trust,CAD,49.00,0.99
28/03/2019,DE129d218964216,Breakthrough Trust,USD,15.00,0.52
28/03/2019,DE129d2351e25bb,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,100.00,2.37
28/03/2019,DE129d288f6d0a8,Sanjeevani Life Beyond Cancer,USD,10.00,0.42
28/03/2019,DE129d311446619,Change With One Foundation,USD,250.00,5.62
28/03/2019,DE129d33c4236ca,Cuddles Foundation,USD,20.00,0.63
28/03/2019,DE129d373f7d35e,People for the Respect and Care of Animals,USD,15.00,0.52
28/03/2019,DE129d4101614ed,Sambhav Foundation,SGD,11.00,0.38
28/03/2019,DE129d41a7c88cd,Sant Singaji Educational Society,CAD,50.00,1.01
28/03/2019,DE129d56ead02ef,Reaching Sky Foundation,USD,20.00,0.63
28/03/2019,DE129d5810042ee,Centre for Wildlife Studies,USD,37.00,1.00
29/03/2019,DE129d60a06e0c6,Isha Education,USD,50.00,1.28
29/03/2019,DE129d63a925a0a,Vidya Poshak,AUD,20.00,0.51
29/03/2019,DE129d645ef31a3,South Central India Network for Development Alternatives,USD,50.00,1.28
29/03/2019,DE129d6dad5e400,Evidyaloka Trust,USD,66.00,1.64
29/03/2019,DE129d6dd0e50be,Hope Kolkata Foundation,USD,174.00,3.99
29/03/2019,DE129d73349ec4d,Vaishnavi Welfare and Charitable Trust,USD,30.00,0.85
29/03/2019,DE129d7e53a3e0f,Parivaar Education Society,USD,20.00,0.64
29/03/2019,DE129d8723227e3,Society for Children (SOCH),USD,10.00,0.42
29/03/2019,DE129d88b128e32,Community Reconstruction of Social Service (CROSS),USD,66.00,1.64
29/03/2019,DE129d89763317e,The Baale Mane Trust,USD,10.00,0.42
29/03/2019,DE129d897bbfab1,Agrani India Foundation,USD,37.00,1.01
29/03/2019,DE129d8bddac4af,Bangalore Medical Services Trust,CAD,5.00,0.28
29/03/2019,DE129d8e7e4ba10,World for All Animal Care And Adoptions,USD,25.00,0.74
29/03/2019,DE129d8f861e8ae,Society for Children (SOCH),USD,100.00,2.38
29/03/2019,DE129da608d50c5,Vidyarthi Sahayak Samiti,USD,25.00,0.74
29/03/2019,DE129da6babb405,Fundacja Aravindam Social Development,USD,50.00,1.29
29/03/2019,DE129dab0773d9f,Society for Children (SOCH),CAD,50.00,1.01
29/03/2019,DE129dae7d68c56,Kriti Social Initiatives,USD,50.00,1.29
29/03/2019,DE129db074abaf7,Manzil Mystics,USD,102.00,2.42
29/03/2019,DE129db237ede7a,Million Sparks Foundation,USD,20.00,0.64
29/03/2019,DE129dbe117a40b,Bhumi,AUD,10.00,0.35
29/03/2019,DE129dc19755f02,Khel Khel Mein Foundation,AUD,20.00,0.51
29/03/2019,DE129dc47397b4c,Evidyaloka Trust,AUD,15.00,0.43
29/03/2019,DE129dc63a2b815,Happy Horizons Trust,SGD,5.00,0.28
29/03/2019,DE129dc78e26b6d,Ek Tara,AUD,20.00,0.51
29/03/2019,DE129de16d23b39,Society for Children (SOCH),SGD,20.00,0.52
29/03/2019,DE129de51f6d91e,Gir Pachhat Jati Vikas Seva Samiti,GBP,100.00,1.60
29/03/2019,DE129dfbe85313b,Gramin Samassya Mukti Trust,CAD,50.00,1.01
29/03/2019,DE129e03950c372,Parivaar Education Society,USD,102.00,2.42
29/03/2019,DE129e073206827,The Akshaya Patra Foundation,USD,102.00,2.42
29/03/2019,DE129e0eade2f37,Babul Films Society,DKK,241.00,0.58
29/03/2019,DE129e152ed632d,Ek Tara,GBP,28.00,0.59
29/03/2019,DE129e19fc0d79f,Mantra Social Services,USD,50.00,1.29
29/03/2019,DE129e1c9be5e0d,Sevalaya,USD,650.00,14.31
29/03/2019,DE129e230155750,Change With One Foundation,USD,66.00,1.63
29/03/2019,DE129e237ece117,Sanjeevani Life Beyond Cancer,CAD,49.00,0.99
29/03/2019,DE129e24459e945,The Akshaya Patra Foundation,USD,100.00,2.37
29/03/2019,DE129e28153318a,Bangalore Medical Services Trust,HKD,284.00,0.99
29/03/2019,DE129e2b43ca29d,Community Reconstruction of Social Service (CROSS),USD,66.00,1.63
29/03/2019,DE129e2c476061e,Yuvraj Singh Foundation,USD,100.00,2.37
29/03/2019,DE129e2c6c76244,Humana People to People India,USD,579.00,12.77
29/03/2019,DE129e2d8e2a3a2,Y4D Foundation,USD,20.00,0.63
29/03/2019,DE129e3115672e8,Synodical Board of Social Services of the Church of North India,SGD,10.00,0.36
29/03/2019,DE129e315ecea98,Vidyarthi Sahayak Samiti,USD,50.00,1.29
29/03/2019,DE129e32a503739,Foundation for Mother and Child Health,USD,80.00,1.94
29/03/2019,DE129e340287021,Cuddles Foundation,USD,41.00,1.09
29/03/2019,DE129e35f98e840,Ek Tara,USD,25.00,0.74
29/03/2019,DE129e3e660ba57,RadhaKrushna Charitable Trust,SGD,50.00,1.00
29/03/2019,DE129e3ef6ee0ef,Sambhav Foundation,USD,100.00,2.37
29/03/2019,DE129e406f75b14,Million Sparks Foundation,USD,10.00,0.42
29/03/2019,DE129e43071c8fe,Anandam,USD,100.00,2.37
29/03/2019,DE129e441ac0034,Sevalaya,USD,579.00,12.77
29/03/2019,DE129e46b1e8945,Synodical Board of Social Services of the Church of North India,USD,37.00,1.00
29/03/2019,DE129e4821ef1fe,Sambhav Foundation,USD,50.00,1.29
29/03/2019,DE129e48ee22a4a,Isha Education,USD,40.00,1.07
29/03/2019,DE129e4b4ec11d2,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,100.00,2.37
29/03/2019,DE129e4d33c2205,People for the Respect and Care of Animals,USD,579.00,12.77
29/03/2019,DE129e4d674022a,Hope Kolkata Foundation,USD,37.00,1.00
29/03/2019,DE129e4e30a6c31,The Akshaya Patra Foundation,USD,15.00,0.53
29/03/2019,DE129e4e4a27f5e,Bangiya Ayurveda Samaj,USD,100.00,2.37
29/03/2019,DE129e4f2343cae,Mantra Social Services,USD,10.00,0.42
29/03/2019,DE129e560c664ab,Anandam,USD,300.00,6.71
29/03/2019,DE129e5894aae27,Reaching Sky Foundation,USD,347.00,7.73
29/03/2019,DE129e5e203b5a3,Susheel Foundation,EUR,155.00,2.02
29/03/2019,DE129e60269d446,South Central India Network for Development Alternatives,CAD,20.00,0.52
29/03/2019,DE129e63e2148c2,Suyam Charitable Trust,GBP,56.00,0.98
29/03/2019,DE129e66f9d61c2,Change With One Foundation,USD,50.00,1.29
29/03/2019,DE129e691790a5d,SERUDS - Sai Educational Rural And Urban Development Society,USD,20.00,0.63
29/03/2019,DE129e6d7dd52f2,The CounterMedia Trust,USD,50.00,1.29
29/03/2019,DE129e715ed9033,Kriti Social Initiatives,USD,10.00,0.42
29/03/2019,DE129e74829d12c,United Way of Delhi,GBP,10.00,0.34
29/03/2019,DE129e892f4f748,Humana People to People India,AUD,20.00,0.51
29/03/2019,DE129e8b93dde9d,Hope Kolkata Foundation,AED,200.00,1.38
29/03/2019,DE129e94347ae7d,Hariraj Charitable Trust,GBP,50.00,0.90
29/03/2019,DE129e98e7f1140,Perambalur District Network for HIV Positive People,USD,200.00,4.54
29/03/2019,DE129e9fb23164a,E and H Foundation,GBP,28.00,0.59
29/03/2019,DE129e9ff94ecb1,Sri Sathya Sai Health & Education Trust,USD,15.00,0.53
29/03/2019,DE129ea4426411d,Let's Live Together Charitable Trust,USD,174.00,3.98
29/03/2019,DE129eab01468ee,Change With One Foundation,USD,50.00,1.29
30/03/2019,DE129ebb3c8eda5,Kriti Social Initiatives,USD,"2,000.00",43.78
30/03/2019,DE129ebeb4b89fe,Tender Heart Education Society,USD,100.00,2.38
30/03/2019,DE129ebef9322a8,Sanjeevani Life Beyond Cancer,USD,100.00,2.38
30/03/2019,DE129ec304e34cf,The CounterMedia Trust,USD,50.00,1.29
30/03/2019,DE129ec49395e4e,Vidyarthi Sahayak Samiti,USD,50.00,1.29
30/03/2019,DE129ec742db840,Shikshan Ane Samaj Kalyan Kendra,USD,65.00,1.62
30/03/2019,DE129ecae3e75f5,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,50.00,1.29
30/03/2019,DE129ed6bf567b4,Cross Blood Foundation,CAD,769.00,12.75
30/03/2019,DE129ed6f2af5f8,Community Reconstruction of Social Service (CROSS),USD,37.00,1.01
30/03/2019,DE129ed9349fdd4,Perambalur District Network for HIV Positive People,USD,37.00,0.59
30/03/2019,DE129ee1f915103,Teach For India,USD,20.00,0.64
30/03/2019,DE129ef41272432,Anandam,USD,342.00,7.65
30/03/2019,DE129ef56c21b40,Isha Education,USD,342.00,7.65
30/03/2019,DE129ef9d3a74b0,Sambhav Foundation,USD,25.00,0.74
30/03/2019,DE129efb699ec50,Bangalore Medical Services Trust,USD,577.00,12.77
30/03/2019,DE129efe0d403bb,Vaishnavi Welfare and Charitable Trust,EUR,58.00,0.88
30/03/2019,DE129f14f6d915e,SERUDS - Sai Educational Rural And Urban Development Society,USD,75.00,1.83
30/03/2019,DE129f1b7d1f890,Isha Education,GBP,50.00,0.90
30/03/2019,DE129f1c274fb6a,Babul Films Society,HKD,"1,527.00",4.44
30/03/2019,DE129f1c5835e23,E and H Foundation,GBP,28.00,0.59
30/03/2019,DE129f1eb30efb0,Sri Sathya Sai Health & Education Trust,GBP,28.00,0.59
30/03/2019,DE129f244ed9141,Family of Disabled (Fod),AED,500.00,3.17
30/03/2019,DE129f2cc420eb5,Evidyaloka Trust,GBP,20.00,0.78
30/03/2019,DE129f31430d929,Vaishnavi Welfare and Charitable Trust,AUD,20.00,0.51
30/03/2019,DE129f3774e86b5,Navnirman Trust (Jagrutha Mahila Sanghatan),EUR,33.00,0.59
30/03/2019,DE129f41192954b,Isha Education,USD,50.00,1.29
30/03/2019,DE129f4c5b57dd0,RadhaKrushna Charitable Trust,USD,100.00,2.38
30/03/2019,DE129f4e51bea8e,Ek Tara,USD,20.00,0.64
30/03/2019,DE129f504330518,Family of Disabled (Fod),CAD,40.00,0.85
30/03/2019,DE129f55888ffcf,Suyam Charitable Trust,AED,100.00,0.79
30/03/2019,DE129f595602789,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,37.00,1.01
30/03/2019,DE129f5f438158f,Society For Development Activities,USD,50.00,1.29
30/03/2019,DE129f60601511d,RadhaKrushna Charitable Trust,MYR,100.00,0.73
30/03/2019,DE129f632ea7da8,Parivaar Education Society,USD,200.00,4.56
